Gap Start,Gap End,Gap (min),Category
2023-07-27 15:59,2023-07-27 17:00,61,Daily Maintenance
2023-07-28 15:59,2023-07-30 17:00,2941,Weekend / Holiday
2023-07-31 15:59,2023-07-31 17:00,61,Daily Maintenance
2023-08-01 15:59,2023-08-01 17:00,61,Daily Maintenance
2023-08-02 15:59,2023-08-02 17:00,61,Daily Maintenance
2023-08-03 15:59,2023-08-03 17:00,61,Daily Maintenance
2023-08-04 15:59,2023-08-06 17:00,2941,Weekend / Holiday
2023-08-07 15:59,2023-08-07 17:00,61,Daily Maintenance
2023-08-08 15:59,2023-08-08 17:00,61,Daily Maintenance
2023-08-09 15:59,2023-08-09 17:00,61,Daily Maintenance
2023-08-10 15:59,2023-08-10 17:00,61,Daily Maintenance
2023-08-11 15:59,2023-08-13 17:00,2941,Weekend / Holiday
2023-08-14 15:59,2023-08-14 17:00,61,Daily Maintenance
2023-08-15 15:59,2023-08-15 17:00,61,Daily Maintenance
2023-08-16 15:59,2023-08-16 17:00,61,Daily Maintenance
2023-08-17 15:59,2023-08-17 17:00,61,Daily Maintenance
2023-08-18 15:59,2023-08-20 17:00,2941,Weekend / Holiday
2023-08-21 15:59,2023-08-21 17:00,61,Daily Maintenance
2023-08-22 15:59,2023-08-22 17:00,61,Daily Maintenance
2023-08-23 15:59,2023-08-23 17:00,61,Daily Maintenance
2023-08-24 15:59,2023-08-24 17:00,61,Daily Maintenance
2023-08-25 15:59,2023-08-27 17:00,2941,Weekend / Holiday
2023-08-27 23:52,2023-08-27 23:54,2,Minor (2-5 min)
2023-08-28 15:59,2023-08-28 17:00,61,Daily Maintenance
2023-08-28 18:42,2023-08-28 18:44,2,Minor (2-5 min)
2023-08-29 15:59,2023-08-29 17:00,61,Daily Maintenance
2023-08-30 15:59,2023-08-30 17:00,61,Daily Maintenance
2023-08-31 15:59,2023-08-31 17:00,61,Daily Maintenance
2023-09-01 15:59,2023-09-03 17:00,2941,Weekend / Holiday
2023-09-03 18:27,2023-09-03 18:29,2,Minor (2-5 min)
2023-09-03 23:18,2023-09-03 23:20,2,Minor (2-5 min)
2023-09-04 11:59,2023-09-04 17:00,301,Holiday Early Close
2023-09-05 15:59,2023-09-05 17:00,61,Daily Maintenance
2023-09-06 15:59,2023-09-06 17:00,61,Daily Maintenance
2023-09-07 15:59,2023-09-07 17:00,61,Daily Maintenance
2023-09-08 15:59,2023-09-10 17:00,2941,Weekend / Holiday
2023-09-11 15:59,2023-09-11 17:00,61,Daily Maintenance
2023-09-11 17:24,2023-09-11 17:26,2,Minor (2-5 min)
2023-09-12 15:59,2023-09-12 17:00,61,Daily Maintenance
2023-09-13 15:59,2023-09-13 17:00,61,Daily Maintenance
2023-09-14 15:59,2023-09-14 17:00,61,Daily Maintenance
2023-09-15 15:59,2023-09-17 17:00,2941,Weekend / Holiday
2023-09-17 23:27,2023-09-17 23:29,2,Minor (2-5 min)
2023-09-18 15:59,2023-09-18 17:00,61,Daily Maintenance
2023-09-19 15:59,2023-09-19 17:00,61,Daily Maintenance
2023-09-19 18:37,2023-09-19 18:39,2,Minor (2-5 min)
2023-09-20 15:59,2023-09-20 17:00,61,Daily Maintenance
2023-09-21 15:59,2023-09-21 17:00,61,Daily Maintenance
2023-09-22 15:59,2023-09-24 17:00,2941,Weekend / Holiday
2023-09-24 18:35,2023-09-24 18:37,2,Minor (2-5 min)
2023-09-25 15:59,2023-09-25 17:00,61,Daily Maintenance
2023-09-26 15:59,2023-09-26 17:00,61,Daily Maintenance
2023-09-27 15:59,2023-09-27 17:00,61,Daily Maintenance
2023-09-28 15:59,2023-09-28 17:00,61,Daily Maintenance
2023-09-29 15:59,2023-10-01 17:00,2941,Weekend / Holiday
2023-10-02 15:59,2023-10-02 17:00,61,Daily Maintenance
2023-10-03 15:59,2023-10-03 17:00,61,Daily Maintenance
2023-10-04 15:59,2023-10-04 17:00,61,Daily Maintenance
2023-10-05 15:59,2023-10-05 17:00,61,Daily Maintenance
2023-10-06 15:59,2023-10-08 17:00,2941,Weekend / Holiday
2023-10-09 15:59,2023-10-09 17:00,61,Daily Maintenance
2023-10-10 15:59,2023-10-10 17:00,61,Daily Maintenance
2023-10-11 15:59,2023-10-11 17:00,61,Daily Maintenance
2023-10-12 15:59,2023-10-12 17:00,61,Daily Maintenance
2023-10-13 15:59,2023-10-15 17:00,2941,Weekend / Holiday
2023-10-16 15:59,2023-10-16 17:00,61,Daily Maintenance
2023-10-17 15:59,2023-10-17 17:00,61,Daily Maintenance
2023-10-18 15:59,2023-10-18 17:00,61,Daily Maintenance
2023-10-19 15:59,2023-10-19 17:00,61,Daily Maintenance
2023-10-20 15:59,2023-10-22 17:00,2941,Weekend / Holiday
2023-10-23 15:59,2023-10-23 17:00,61,Daily Maintenance
2023-10-24 15:59,2023-10-24 17:00,61,Daily Maintenance
2023-10-25 15:59,2023-10-25 17:00,61,Daily Maintenance
2023-10-26 15:59,2023-10-26 17:00,61,Daily Maintenance
2023-10-27 15:59,2023-10-29 17:00,2941,Weekend / Holiday
2023-10-30 15:59,2023-10-30 17:00,61,Daily Maintenance
2023-10-31 15:59,2023-10-31 17:00,61,Daily Maintenance
2023-11-01 15:59,2023-11-01 17:00,61,Daily Maintenance
2023-11-02 15:59,2023-11-02 17:00,61,Daily Maintenance
2023-11-03 15:59,2023-11-05 17:00,2941,Weekend / Holiday
2023-11-06 15:59,2023-11-06 17:00,61,Daily Maintenance
2023-11-07 15:59,2023-11-07 17:00,61,Daily Maintenance
2023-11-08 15:59,2023-11-08 17:00,61,Daily Maintenance
2023-11-09 15:59,2023-11-09 17:00,61,Daily Maintenance
2023-11-10 15:59,2023-11-12 17:00,2941,Weekend / Holiday
2023-11-13 15:59,2023-11-13 17:00,61,Daily Maintenance
2023-11-14 15:59,2023-11-14 17:00,61,Daily Maintenance
2023-11-15 15:59,2023-11-15 17:00,61,Daily Maintenance
2023-11-16 15:59,2023-11-16 17:00,61,Daily Maintenance
2023-11-17 15:59,2023-11-19 17:00,2941,Weekend / Holiday
2023-11-20 15:59,2023-11-20 17:00,61,Daily Maintenance
2023-11-21 15:59,2023-11-21 17:00,61,Daily Maintenance
2023-11-22 15:59,2023-11-22 17:00,61,Daily Maintenance
2023-11-22 21:28,2023-11-22 21:30,2,Minor (2-5 min)
2023-11-23 11:59,2023-11-23 17:00,301,Holiday Early Close
2023-11-24 12:14,2023-11-26 17:00,3166,Weekend / Holiday
2023-11-27 15:59,2023-11-27 17:00,61,Daily Maintenance
2023-11-28 15:59,2023-11-28 17:00,61,Daily Maintenance
2023-11-29 15:59,2023-11-29 17:00,61,Daily Maintenance
2023-11-30 15:59,2023-11-30 17:00,61,Daily Maintenance
2023-12-01 15:59,2023-12-03 17:00,2941,Weekend / Holiday
2023-12-04 15:59,2023-12-04 17:00,61,Daily Maintenance
2023-12-05 15:59,2023-12-05 17:00,61,Daily Maintenance
2023-12-06 15:59,2023-12-06 17:00,61,Daily Maintenance
2023-12-07 15:59,2023-12-07 17:00,61,Daily Maintenance
2023-12-08 15:59,2023-12-10 17:00,2941,Weekend / Holiday
2023-12-10 23:08,2023-12-10 23:11,3,Minor (2-5 min)
2023-12-11 15:59,2023-12-11 17:00,61,Daily Maintenance
2023-12-12 15:59,2023-12-12 17:00,61,Daily Maintenance
2023-12-13 15:59,2023-12-13 17:00,61,Daily Maintenance
2023-12-14 15:59,2023-12-14 17:00,61,Daily Maintenance
2023-12-15 15:59,2023-12-17 17:00,2941,Weekend / Holiday
2023-12-18 15:59,2023-12-18 17:00,61,Daily Maintenance
2023-12-19 15:59,2023-12-19 17:00,61,Daily Maintenance
2023-12-20 15:59,2023-12-20 17:00,61,Daily Maintenance
2023-12-21 15:59,2023-12-21 17:00,61,Daily Maintenance
2023-12-22 15:59,2023-12-25 17:00,4381,Weekend / Holiday
2023-12-26 15:59,2023-12-26 17:00,61,Daily Maintenance
2023-12-27 15:59,2023-12-27 17:00,61,Daily Maintenance
2023-12-28 15:59,2023-12-28 17:00,61,Daily Maintenance
2023-12-29 15:59,2024-01-01 17:00,4381,Weekend / Holiday
2024-01-02 15:59,2024-01-02 17:00,61,Daily Maintenance
2024-01-03 15:59,2024-01-03 17:00,61,Daily Maintenance
2024-01-04 15:59,2024-01-04 17:00,61,Daily Maintenance
2024-01-05 15:59,2024-01-07 17:00,2941,Weekend / Holiday
2024-01-08 15:59,2024-01-08 17:00,61,Daily Maintenance
2024-01-08 23:13,2024-01-08 23:15,2,Minor (2-5 min)
2024-01-09 15:59,2024-01-09 17:00,61,Daily Maintenance
2024-01-10 15:59,2024-01-10 17:00,61,Daily Maintenance
2024-01-11 15:59,2024-01-11 17:00,61,Daily Maintenance
2024-01-12 15:59,2024-01-14 17:00,2941,Weekend / Holiday
2024-01-15 11:59,2024-01-15 17:00,301,Holiday Early Close
2024-01-16 15:59,2024-01-16 17:00,61,Daily Maintenance
2024-01-17 15:59,2024-01-17 17:00,61,Daily Maintenance
2024-01-18 15:59,2024-01-18 17:00,61,Daily Maintenance
2024-01-19 15:59,2024-01-21 17:00,2941,Weekend / Holiday
2024-01-22 15:59,2024-01-22 17:00,61,Daily Maintenance
2024-01-22 19:16,2024-01-22 19:48,32,Significant
2024-01-23 09:19,2024-01-23 09:24,5,Minor (2-5 min)
2024-01-23 15:59,2024-01-23 17:00,61,Daily Maintenance
2024-01-24 15:59,2024-01-24 17:00,61,Daily Maintenance
2024-01-24 17:56,2024-01-24 18:06,10,Significant
2024-01-25 15:59,2024-01-25 17:00,61,Daily Maintenance
2024-01-26 15:59,2024-01-28 17:00,2941,Weekend / Holiday
2024-01-29 15:59,2024-01-29 17:00,61,Daily Maintenance
2024-01-29 23:13,2024-01-29 23:15,2,Minor (2-5 min)
2024-01-30 15:59,2024-01-30 17:00,61,Daily Maintenance
2024-01-31 15:59,2024-01-31 17:00,61,Daily Maintenance
2024-02-01 15:59,2024-02-01 17:00,61,Daily Maintenance
2024-02-02 15:59,2024-02-04 17:00,2941,Weekend / Holiday
2024-02-05 15:59,2024-02-05 17:00,61,Daily Maintenance
2024-02-06 15:59,2024-02-06 17:00,61,Daily Maintenance
2024-02-07 15:59,2024-02-07 17:00,61,Daily Maintenance
2024-02-08 15:59,2024-02-08 17:00,61,Daily Maintenance
2024-02-08 17:27,2024-02-08 17:29,2,Minor (2-5 min)
2024-02-09 15:59,2024-02-11 17:00,2941,Weekend / Holiday
2024-02-11 20:48,2024-02-11 20:50,2,Minor (2-5 min)
2024-02-11 20:52,2024-02-11 20:54,2,Minor (2-5 min)
2024-02-11 20:55,2024-02-11 20:57,2,Minor (2-5 min)
2024-02-11 21:43,2024-02-11 21:45,2,Minor (2-5 min)
2024-02-11 23:20,2024-02-11 23:22,2,Minor (2-5 min)
2024-02-12 00:22,2024-02-12 00:24,2,Minor (2-5 min)
2024-02-12 00:57,2024-02-12 00:59,2,Minor (2-5 min)
2024-02-12 15:59,2024-02-12 17:00,61,Daily Maintenance
2024-02-13 15:59,2024-02-13 17:00,61,Daily Maintenance
2024-02-14 15:59,2024-02-14 17:00,61,Daily Maintenance
2024-02-15 15:59,2024-02-15 17:00,61,Daily Maintenance
2024-02-16 15:59,2024-02-18 17:00,2941,Weekend / Holiday
2024-02-19 11:59,2024-02-19 17:00,301,Holiday Early Close
2024-02-20 15:59,2024-02-20 17:00,61,Daily Maintenance
2024-02-21 15:59,2024-02-21 17:00,61,Daily Maintenance
2024-02-22 15:59,2024-02-22 17:00,61,Daily Maintenance
2024-02-23 15:59,2024-02-25 17:00,2941,Weekend / Holiday
2024-02-26 15:59,2024-02-26 17:00,61,Daily Maintenance
2024-02-27 15:59,2024-02-27 17:00,61,Daily Maintenance
2024-02-28 15:59,2024-02-28 17:00,61,Daily Maintenance
2024-02-29 15:59,2024-02-29 17:00,61,Daily Maintenance
2024-03-01 15:59,2024-03-03 17:00,2941,Weekend / Holiday
2024-03-04 15:59,2024-03-04 17:00,61,Daily Maintenance
2024-03-05 15:59,2024-03-05 17:00,61,Daily Maintenance
2024-03-06 15:59,2024-03-06 17:00,61,Daily Maintenance
2024-03-07 15:59,2024-03-07 17:00,61,Daily Maintenance
2024-03-08 15:59,2024-03-10 17:00,2941,Weekend / Holiday
2024-03-11 15:59,2024-03-11 17:00,61,Daily Maintenance
2024-03-12 15:59,2024-03-12 17:00,61,Daily Maintenance
2024-03-13 15:59,2024-03-13 17:00,61,Daily Maintenance
2024-03-14 15:59,2024-03-14 17:00,61,Daily Maintenance
2024-03-15 15:59,2024-03-17 17:00,2941,Weekend / Holiday
2024-03-18 15:59,2024-03-18 17:00,61,Daily Maintenance
2024-03-19 15:59,2024-03-19 17:00,61,Daily Maintenance
2024-03-20 15:59,2024-03-20 17:00,61,Daily Maintenance
2024-03-21 15:59,2024-03-21 17:00,61,Daily Maintenance
2024-03-22 15:59,2024-03-24 17:00,2941,Weekend / Holiday
2024-03-25 15:59,2024-03-25 17:00,61,Daily Maintenance
2024-03-26 15:59,2024-03-26 17:00,61,Daily Maintenance
2024-03-27 15:59,2024-03-27 17:00,61,Daily Maintenance
2024-03-28 15:59,2024-03-31 17:00,4381,Weekend / Holiday
2024-04-01 15:59,2024-04-01 17:00,61,Daily Maintenance
2024-04-02 15:59,2024-04-02 17:00,61,Daily Maintenance
2024-04-03 15:59,2024-04-03 17:00,61,Daily Maintenance
2024-04-04 15:59,2024-04-04 17:00,61,Daily Maintenance
2024-04-05 15:59,2024-04-07 17:00,2941,Weekend / Holiday
2024-04-08 15:59,2024-04-08 17:00,61,Daily Maintenance
2024-04-09 15:59,2024-04-09 17:00,61,Daily Maintenance
2024-04-10 00:20,2024-04-10 00:22,2,Minor (2-5 min)
2024-04-10 15:59,2024-04-10 17:00,61,Daily Maintenance
2024-04-11 15:59,2024-04-11 17:00,61,Daily Maintenance
2024-04-11 23:49,2024-04-11 23:51,2,Minor (2-5 min)
2024-04-12 15:59,2024-04-14 17:00,2941,Weekend / Holiday
2024-04-15 15:59,2024-04-15 17:00,61,Daily Maintenance
2024-04-16 15:59,2024-04-16 17:00,61,Daily Maintenance
2024-04-17 15:59,2024-04-17 17:00,61,Daily Maintenance
2024-04-18 15:59,2024-04-18 17:00,61,Daily Maintenance
2024-04-19 15:59,2024-04-21 17:00,2941,Weekend / Holiday
2024-04-22 15:59,2024-04-22 17:00,61,Daily Maintenance
2024-04-23 15:59,2024-04-23 17:00,61,Daily Maintenance
2024-04-24 15:59,2024-04-24 17:00,61,Daily Maintenance
2024-04-25 15:59,2024-04-25 17:00,61,Daily Maintenance
2024-04-26 15:59,2024-04-28 17:00,2941,Weekend / Holiday
2024-04-29 15:59,2024-04-29 17:00,61,Daily Maintenance
2024-04-30 15:59,2024-04-30 17:00,61,Daily Maintenance
2024-05-01 15:59,2024-05-01 17:00,61,Daily Maintenance
2024-05-01 23:13,2024-05-01 23:15,2,Minor (2-5 min)
2024-05-02 15:59,2024-05-02 17:00,61,Daily Maintenance
2024-05-03 15:59,2024-05-05 17:00,2941,Weekend / Holiday
2024-05-06 15:59,2024-05-06 17:00,61,Daily Maintenance
2024-05-06 23:16,2024-05-06 23:18,2,Minor (2-5 min)
2024-05-06 23:57,2024-05-06 23:59,2,Minor (2-5 min)
2024-05-07 15:59,2024-05-07 17:00,61,Daily Maintenance
2024-05-07 23:46,2024-05-07 23:48,2,Minor (2-5 min)
2024-05-08 15:59,2024-05-08 17:00,61,Daily Maintenance
2024-05-08 18:37,2024-05-08 18:39,2,Minor (2-5 min)
2024-05-08 23:48,2024-05-08 23:50,2,Minor (2-5 min)
2024-05-09 15:59,2024-05-09 17:00,61,Daily Maintenance
2024-05-10 15:59,2024-05-12 17:00,2941,Weekend / Holiday
2024-05-13 15:59,2024-05-13 17:00,61,Daily Maintenance
2024-05-14 15:59,2024-05-14 17:00,61,Daily Maintenance
2024-05-15 15:59,2024-05-15 17:00,61,Daily Maintenance
2024-05-16 15:59,2024-05-16 17:00,61,Daily Maintenance
2024-05-16 18:25,2024-05-16 18:27,2,Minor (2-5 min)
2024-05-17 15:59,2024-05-19 17:00,2941,Weekend / Holiday
2024-05-20 15:59,2024-05-20 17:00,61,Daily Maintenance
2024-05-20 17:22,2024-05-20 17:24,2,Minor (2-5 min)
2024-05-20 19:20,2024-05-20 19:22,2,Minor (2-5 min)
2024-05-21 15:59,2024-05-21 17:00,61,Daily Maintenance
2024-05-22 15:59,2024-05-22 17:00,61,Daily Maintenance
2024-05-23 15:59,2024-05-23 17:00,61,Daily Maintenance
2024-05-24 15:59,2024-05-26 17:00,2941,Weekend / Holiday
2024-05-27 11:59,2024-05-27 17:00,301,Holiday Early Close
2024-05-28 15:59,2024-05-28 17:00,61,Daily Maintenance
2024-05-29 15:59,2024-05-29 17:00,61,Daily Maintenance
2024-05-30 15:59,2024-05-30 17:00,61,Daily Maintenance
2024-05-31 15:59,2024-06-02 17:00,2941,Weekend / Holiday
2024-06-03 15:59,2024-06-03 17:00,61,Daily Maintenance
2024-06-04 15:59,2024-06-04 17:00,61,Daily Maintenance
2024-06-05 15:59,2024-06-05 17:00,61,Daily Maintenance
2024-06-06 15:59,2024-06-06 17:00,61,Daily Maintenance
2024-06-06 22:08,2024-06-06 22:10,2,Minor (2-5 min)
2024-06-07 15:59,2024-06-09 17:00,2941,Weekend / Holiday
2024-06-09 23:12,2024-06-09 23:14,2,Minor (2-5 min)
2024-06-10 15:59,2024-06-10 17:00,61,Daily Maintenance
2024-06-11 15:59,2024-06-11 17:00,61,Daily Maintenance
2024-06-12 15:59,2024-06-12 17:00,61,Daily Maintenance
2024-06-13 15:59,2024-06-13 17:00,61,Daily Maintenance
2024-06-14 15:59,2024-06-16 17:00,2941,Weekend / Holiday
2024-06-17 15:59,2024-06-17 17:00,61,Daily Maintenance
2024-06-18 15:59,2024-06-18 17:00,61,Daily Maintenance
2024-06-19 11:59,2024-06-19 17:00,301,Holiday Early Close
2024-06-20 15:59,2024-06-20 17:00,61,Daily Maintenance
2024-06-21 15:59,2024-06-23 17:00,2941,Weekend / Holiday
2024-06-24 15:59,2024-06-24 17:00,61,Daily Maintenance
2024-06-25 15:59,2024-06-25 17:00,61,Daily Maintenance
2024-06-26 15:59,2024-06-26 17:00,61,Daily Maintenance
2024-06-27 15:59,2024-06-27 17:00,61,Daily Maintenance
2024-06-28 15:59,2024-06-30 17:00,2941,Weekend / Holiday
2024-07-01 15:59,2024-07-01 17:00,61,Daily Maintenance
2024-07-02 15:59,2024-07-02 17:00,61,Daily Maintenance
2024-07-03 12:14,2024-07-03 17:00,286,Significant
2024-07-03 18:17,2024-07-03 18:19,2,Minor (2-5 min)
2024-07-03 21:58,2024-07-03 22:00,2,Minor (2-5 min)
2024-07-03 23:03,2024-07-03 23:05,2,Minor (2-5 min)
2024-07-04 11:59,2024-07-04 17:00,301,Holiday Early Close
2024-07-04 22:54,2024-07-04 22:56,2,Minor (2-5 min)
2024-07-05 15:59,2024-07-07 17:00,2941,Weekend / Holiday
2024-07-08 15:59,2024-07-08 17:00,61,Daily Maintenance
2024-07-08 17:50,2024-07-08 17:52,2,Minor (2-5 min)
2024-07-09 15:59,2024-07-09 17:00,61,Daily Maintenance
2024-07-10 15:59,2024-07-10 17:00,61,Daily Maintenance
2024-07-11 15:59,2024-07-11 17:00,61,Daily Maintenance
2024-07-12 15:59,2024-07-14 17:00,2941,Weekend / Holiday
2024-07-15 15:59,2024-07-15 17:00,61,Daily Maintenance
2024-07-16 15:59,2024-07-16 17:00,61,Daily Maintenance
2024-07-17 15:59,2024-07-17 17:00,61,Daily Maintenance
2024-07-18 15:59,2024-07-18 17:00,61,Daily Maintenance
2024-07-19 15:59,2024-07-21 17:00,2941,Weekend / Holiday
2024-07-22 15:59,2024-07-22 17:00,61,Daily Maintenance
2024-07-23 15:59,2024-07-23 17:00,61,Daily Maintenance
2024-07-24 15:59,2024-07-24 17:00,61,Daily Maintenance
2024-07-25 15:59,2024-07-25 17:00,61,Daily Maintenance
2024-07-26 15:59,2024-07-28 17:00,2941,Weekend / Holiday
2024-07-28 23:38,2024-07-28 23:40,2,Minor (2-5 min)
2024-07-29 15:59,2024-07-29 17:00,61,Daily Maintenance
2024-07-29 17:28,2024-07-29 17:30,2,Minor (2-5 min)
2024-07-30 15:59,2024-07-30 17:00,61,Daily Maintenance
2024-07-31 15:59,2024-07-31 17:00,61,Daily Maintenance
2024-08-01 15:59,2024-08-01 17:00,61,Daily Maintenance
2024-08-02 15:59,2024-08-04 17:00,2941,Weekend / Holiday
2024-08-05 15:59,2024-08-05 17:00,61,Daily Maintenance
2024-08-06 15:59,2024-08-06 17:00,61,Daily Maintenance
2024-08-07 15:59,2024-08-07 17:00,61,Daily Maintenance
2024-08-08 15:59,2024-08-08 17:00,61,Daily Maintenance
2024-08-09 15:59,2024-08-11 17:00,2941,Weekend / Holiday
2024-08-12 15:59,2024-08-12 17:00,61,Daily Maintenance
2024-08-13 15:59,2024-08-13 17:00,61,Daily Maintenance
2024-08-14 15:59,2024-08-14 17:00,61,Daily Maintenance
2024-08-15 15:59,2024-08-15 17:00,61,Daily Maintenance
2024-08-16 15:59,2024-08-18 17:00,2941,Weekend / Holiday
2024-08-18 21:38,2024-08-18 21:40,2,Minor (2-5 min)
2024-08-19 15:59,2024-08-19 17:00,61,Daily Maintenance
2024-08-20 15:59,2024-08-20 17:00,61,Daily Maintenance
2024-08-20 18:55,2024-08-20 18:57,2,Minor (2-5 min)
2024-08-21 15:59,2024-08-21 17:00,61,Daily Maintenance
2024-08-22 15:59,2024-08-22 17:00,61,Daily Maintenance
2024-08-23 15:59,2024-08-25 17:00,2941,Weekend / Holiday
2024-08-25 23:58,2024-08-26 00:00,2,Minor (2-5 min)
2024-08-26 15:59,2024-08-26 17:00,61,Daily Maintenance
2024-08-27 15:59,2024-08-27 17:00,61,Daily Maintenance
2024-08-28 15:59,2024-08-28 17:00,61,Daily Maintenance
2024-08-29 15:59,2024-08-29 17:00,61,Daily Maintenance
2024-08-30 15:59,2024-09-01 17:00,2941,Weekend / Holiday
2024-09-02 11:59,2024-09-02 17:00,301,Holiday Early Close
2024-09-02 23:49,2024-09-02 23:51,2,Minor (2-5 min)
2024-09-03 15:59,2024-09-03 17:00,61,Daily Maintenance
2024-09-04 15:59,2024-09-04 17:00,61,Daily Maintenance
2024-09-05 15:59,2024-09-05 17:00,61,Daily Maintenance
2024-09-06 15:59,2024-09-08 17:00,2941,Weekend / Holiday
2024-09-09 15:59,2024-09-09 17:00,61,Daily Maintenance
2024-09-09 18:22,2024-09-09 18:39,17,Settlement Window
2024-09-10 15:59,2024-09-10 17:00,61,Daily Maintenance
2024-09-11 15:59,2024-09-11 17:00,61,Daily Maintenance
2024-09-12 15:59,2024-09-12 17:00,61,Daily Maintenance
2024-09-12 23:23,2024-09-12 23:25,2,Minor (2-5 min)
2024-09-13 15:59,2024-09-15 17:00,2941,Weekend / Holiday
2024-09-15 21:49,2024-09-15 21:51,2,Minor (2-5 min)
2024-09-15 21:56,2024-09-15 21:58,2,Minor (2-5 min)
2024-09-15 22:27,2024-09-15 22:29,2,Minor (2-5 min)
2024-09-15 23:05,2024-09-15 23:07,2,Minor (2-5 min)
2024-09-15 23:40,2024-09-15 23:42,2,Minor (2-5 min)
2024-09-15 23:49,2024-09-15 23:51,2,Minor (2-5 min)
2024-09-15 23:58,2024-09-16 00:00,2,Minor (2-5 min)
2024-09-16 00:09,2024-09-16 00:11,2,Minor (2-5 min)
2024-09-16 15:59,2024-09-16 17:00,61,Daily Maintenance
2024-09-17 15:59,2024-09-17 17:00,61,Daily Maintenance
2024-09-17 18:32,2024-09-17 18:34,2,Minor (2-5 min)
2024-09-18 15:59,2024-09-18 17:00,61,Daily Maintenance
2024-09-19 15:59,2024-09-19 17:00,61,Daily Maintenance
2024-09-20 15:59,2024-09-22 17:00,2941,Weekend / Holiday
2024-09-23 15:59,2024-09-23 17:00,61,Daily Maintenance
2024-09-24 15:59,2024-09-24 17:00,61,Daily Maintenance
2024-09-25 15:59,2024-09-25 17:00,61,Daily Maintenance
2024-09-26 15:59,2024-09-26 17:00,61,Daily Maintenance
2024-09-27 15:59,2024-09-29 17:00,2941,Weekend / Holiday
2024-09-30 15:59,2024-09-30 17:00,61,Daily Maintenance
2024-10-01 15:59,2024-10-01 17:00,61,Daily Maintenance
2024-10-02 15:59,2024-10-02 17:00,61,Daily Maintenance
2024-10-03 15:59,2024-10-03 17:00,61,Daily Maintenance
2024-10-04 15:59,2024-10-06 17:00,2941,Weekend / Holiday
2024-10-07 15:59,2024-10-07 17:00,61,Daily Maintenance
2024-10-08 15:59,2024-10-08 17:00,61,Daily Maintenance
2024-10-09 15:59,2024-10-09 17:00,61,Daily Maintenance
2024-10-10 15:59,2024-10-10 17:00,61,Daily Maintenance
2024-10-11 15:59,2024-10-13 17:00,2941,Weekend / Holiday
2024-10-14 15:59,2024-10-14 17:00,61,Daily Maintenance
2024-10-15 15:59,2024-10-15 17:00,61,Daily Maintenance
2024-10-16 15:59,2024-10-16 17:00,61,Daily Maintenance
2024-10-16 20:27,2024-10-16 20:29,2,Minor (2-5 min)
2024-10-17 15:59,2024-10-17 17:00,61,Daily Maintenance
2024-10-18 15:59,2024-10-20 17:00,2941,Weekend / Holiday
2024-10-21 15:59,2024-10-21 17:00,61,Daily Maintenance
2024-10-21 23:28,2024-10-21 23:30,2,Minor (2-5 min)
2024-10-22 15:59,2024-10-22 17:00,61,Daily Maintenance
2024-10-23 15:59,2024-10-23 17:00,61,Daily Maintenance
2024-10-24 15:59,2024-10-24 17:00,61,Daily Maintenance
2024-10-25 15:59,2024-10-27 17:00,2941,Weekend / Holiday
2024-10-28 15:59,2024-10-28 17:00,61,Daily Maintenance
2024-10-29 15:59,2024-10-29 17:00,61,Daily Maintenance
2024-10-30 15:59,2024-10-30 17:00,61,Daily Maintenance
2024-10-31 15:59,2024-10-31 17:00,61,Daily Maintenance
2024-11-01 15:59,2024-11-03 17:00,2941,Weekend / Holiday
2024-11-04 15:59,2024-11-04 17:00,61,Daily Maintenance
2024-11-05 15:59,2024-11-05 17:00,61,Daily Maintenance
2024-11-06 15:59,2024-11-06 17:00,61,Daily Maintenance
2024-11-07 15:59,2024-11-07 17:00,61,Daily Maintenance
2024-11-08 15:59,2024-11-10 17:00,2941,Weekend / Holiday
2024-11-11 15:59,2024-11-11 17:00,61,Daily Maintenance
2024-11-12 15:59,2024-11-12 17:00,61,Daily Maintenance
2024-11-13 15:59,2024-11-13 17:00,61,Daily Maintenance
2024-11-14 15:59,2024-11-14 17:00,61,Daily Maintenance
2024-11-15 15:59,2024-11-17 17:00,2941,Weekend / Holiday
2024-11-18 15:59,2024-11-18 17:00,61,Daily Maintenance
2024-11-19 15:59,2024-11-19 17:00,61,Daily Maintenance
2024-11-20 15:59,2024-11-20 17:00,61,Daily Maintenance
2024-11-21 15:59,2024-11-21 17:00,61,Daily Maintenance
2024-11-22 15:59,2024-11-24 17:00,2941,Weekend / Holiday
2024-11-25 15:59,2024-11-25 17:00,61,Daily Maintenance
2024-11-26 15:59,2024-11-26 17:00,61,Daily Maintenance
2024-11-27 15:59,2024-11-27 17:00,61,Daily Maintenance
2024-11-28 11:59,2024-11-28 17:00,301,Holiday Early Close
2024-11-29 12:14,2024-12-01 17:00,3166,Weekend / Holiday
2024-12-02 15:59,2024-12-02 17:00,61,Daily Maintenance
2024-12-03 15:59,2024-12-03 17:00,61,Daily Maintenance
2024-12-03 22:36,2024-12-03 22:38,2,Minor (2-5 min)
2024-12-04 15:59,2024-12-04 17:00,61,Daily Maintenance
2024-12-05 15:59,2024-12-05 17:00,61,Daily Maintenance
2024-12-06 15:59,2024-12-08 17:00,2941,Weekend / Holiday
2024-12-09 15:59,2024-12-09 17:00,61,Daily Maintenance
